No.,DOB,Age, Fund Value , Salary , Contributions ,EE, ER , Years ,Retirement age
863,10/15/1983,43.00," 3,732,482.29 "," 111,500.00 "," 25,087.50 ",7.50%,15%,17.00,60
864,1/1/1975,51.00," 3,766,506.28 "," 111,500.00 "," 25,087.50 ",7.50%,15%,9.00,60
865,7/20/1980,46.00," 3,766,506.28 "," 111,500.00 "," 25,087.50 ",7.50%,15%,14.00,60
866,7/17/1981,45.00," 4,939,416.06 "," 222,800.00 "," 50,130.00 ",7.50%,15%,15.00,60
867,1/1/1976,50.00," 3,758,271.09 "," 111,500.00 "," 25,087.50 ",7.50%,15%,10.00,60
868,7/18/1984,42.00," 3,756,979.99 "," 111,500.00 "," 25,087.50 ",7.50%,15%,18.00,60
869,1/1/1978,48.00," 3,769,488.57 "," 111,500.00 "," 25,087.50 ",7.50%,15%,12.00,60
870,1/1/1971,55.00," 3,766,506.28 "," 111,500.00 "," 25,087.50 ",7.50%,15%,5.00,60
871,4/14/1980,46.00," 3,644,947.21 "," 117,500.00 "," 26,437.50 ",7.50%,15%,14.00,60
872,3/10/1976,50.00," 3,709,368.62 "," 111,500.00 "," 25,087.50 ",7.50%,15%,10.00,60
873,1/1/1976,50.00," 3,766,506.28 "," 111,500.00 "," 25,087.50 ",7.50%,15%,10.00,60
874,3/2/1981,45.00," 7,828,673.73 "," 284,300.00 "," 63,967.50 ",7.50%,15%,15.00,60
875,1/1/1974,52.00," 3,760,518.86 "," 111,500.00 "," 25,087.50 ",7.50%,15%,8.00,60
876,7/25/1978,48.00," 3,761,106.28 "," 111,500.00 "," 25,087.50 ",7.50%,15%,12.00,60
877,12/2/1985,41.00," 3,759,488.23 "," 111,500.00 "," 25,087.50 ",7.50%,15%,19.00,60
878,1/1/1978,48.00," 3,764,924.88 "," 111,500.00 "," 25,087.50 ",7.50%,15%,12.00,60
879,1/1/1983,43.00," 3,762,108.11 "," 111,500.00 "," 25,087.50 ",7.50%,15%,17.00,60
880,1/1/1980,46.00," 3,766,506.28 "," 111,500.00 "," 25,087.50 ",7.50%,15%,14.00,60
881,1/1/1975,51.00," 3,706,056.49 "," 105,500.00 "," 23,737.50 ",7.50%,15%,9.00,60
882,11/24/1972,54.00," 3,766,506.28 "," 111,500.00 "," 25,087.50 ",7.50%,15%,6.00,60
883,10/25/1978,48.00," 8,046,819.78 "," 247,700.00 "," 55,732.50 ",7.50%,15%,12.00,60
884,8/1/1978,48.00," 5,641,101.08 "," 239,400.00 "," 53,865.00 ",7.50%,15%,12.00,60
885,6/15/1967,59.00," 4,353,125.05 "," 133,500.00 "," 30,037.50 ",7.50%,15%,1.00,60
886,12/28/1987,39.00," 3,558,401.05 "," 111,500.00 "," 25,087.50 ",7.50%,15%,21.00,60
887,2/6/1977,49.00," 8,816,842.03 "," 274,300.00 "," 61,717.50 ",7.50%,15%,11.00,60
888,10/20/1968,58.00," 5,235,706.33 "," 239,400.00 "," 53,865.00 ",7.50%,15%,2.00,60
889,1/7/1969,57.00," 3,402,631.85 "," 111,500.00 "," 25,087.50 ",7.50%,15%,3.00,60
890,11/5/1979,47.00," 3,090,766.43 "," 105,500.00 "," 23,737.50 ",7.50%,15%,13.00,60
891,11/3/1986,40.00," 3,488,675.45 "," 111,500.00 "," 25,087.50 ",7.50%,15%,20.00,60
892,9/7/1987,39.00," 4,516,538.63 "," 222,800.00 "," 50,130.00 ",7.50%,15%,21.00,60
893,11/10/1985,41.00," 3,358,932.88 "," 105,500.00 "," 23,737.50 ",7.50%,15%,19.00,60
894,11/7/1988,38.00," 3,222,157.00 "," 111,500.00 "," 25,087.50 ",7.50%,15%,22.00,60
895,7/28/1985,41.00," 3,239,789.26 "," 111,500.00 "," 25,087.50 ",7.50%,15%,19.00,60
896,10/5/1986,40.00," 3,251,939.26 "," 117,500.00 "," 26,437.50 ",7.50%,15%,20.00,60
897,5/24/1985,41.00," 7,197,090.74 "," 284,300.00 "," 63,967.50 ",7.50%,15%,19.00,60
898,8/8/1988,38.00," 5,302,699.34 "," 231,100.00 "," 51,997.50 ",7.50%,15%,22.00,60
899,8/14/1988,38.00," 4,961,248.92 "," 173,800.00 "," 39,105.00 ",7.50%,15%,22.00,60
900,2/26/1984,42.00," 7,500,491.00 "," 284,300.00 "," 63,967.50 ",7.50%,15%,18.00,60
901,12/1/1987,39.00," 7,173,501.13 "," 274,300.00 "," 61,717.50 ",7.50%,15%,21.00,60
902,8/9/1987,39.00," 6,018,372.66 "," 247,700.00 "," 55,732.50 ",7.50%,15%,21.00,60
903,3/3/1987,39.00," 7,438,147.23 "," 274,300.00 "," 61,717.50 ",7.50%,15%,21.00,60
904,1/17/1985,41.00," 7,473,551.09 "," 274,300.00 "," 61,717.50 ",7.50%,15%,19.00,60
905,1/10/1988,38.00," 4,990,027.66 "," 181,900.00 "," 40,927.50 ",7.50%,15%,22.00,60
906,8/18/1987,39.00," 5,443,236.32 "," 231,100.00 "," 51,997.50 ",7.50%,15%,21.00,60
907,10/20/1988,38.00," 6,002,784.21 "," 247,700.00 "," 55,732.50 ",7.50%,15%,22.00,60
908,9/23/1987,39.00," 5,316,894.66 "," 231,100.00 "," 51,997.50 ",7.50%,15%,21.00,60
909,4/20/1982,44.00," 5,590,370.13 "," 239,400.00 "," 53,865.00 ",7.50%,15%,16.00,60
910,5/26/1981,45.00," 8,263,355.91 "," 337,300.00 "," 75,892.50 ",7.50%,15%,15.00,60
911,8/23/1983,43.00," 5,411,968.88 "," 393,300.00 "," 88,492.50 ",7.50%,15%,17.00,60
912,9/6/1973,53.00," 3,830,325.51 "," 149,500.00 "," 33,637.50 ",7.50%,15%,7.00,60
913,2/15/1978,48.00," 7,374,688.71 "," 274,300.00 "," 61,717.50 ",7.50%,15%,12.00,60
914,4/13/1984,42.00," 7,361,250.56 "," 274,300.00 "," 61,717.50 ",7.50%,15%,18.00,60
915,3/11/1984,42.00," 7,560,012.93 "," 274,300.00 "," 61,717.50 ",7.50%,15%,18.00,60
916,4/23/1985,41.00," 7,330,773.14 "," 274,300.00 "," 61,717.50 ",7.50%,15%,19.00,60
917,12/26/1984,42.00," 5,797,305.07 "," 231,100.00 "," 51,997.50 ",7.50%,15%,18.00,60
918,4/14/1983,43.00," 2,858,333.70 "," 111,500.00 "," 25,087.50 ",7.50%,15%,17.00,60
919,10/15/1982,44.00," 5,860,530.95 "," 247,700.00 "," 55,732.50 ",7.50%,15%,16.00,60
920,7/27/1982,44.00," 4,596,183.30 "," 206,400.00 "," 46,440.00 ",7.50%,15%,16.00,60
921,12/18/1983,43.00," 1,585,882.54 "," 71,500.00 "," 16,087.50 ",7.50%,15%,17.00,60
922,5/18/1981,45.00," 2,023,103.68 "," 84,500.00 "," 19,012.50 ",7.50%,15%,15.00,60
923,11/6/1982,44.00," 1,965,177.58 "," 80,000.00 "," 18,000.00 ",7.50%,15%,16.00,60
924,8/27/1980,46.00," 1,962,568.06 "," 80,000.00 "," 18,000.00 ",7.50%,15%,14.00,60
925,1/1/1974,52.00," 1,962,708.98 "," 80,000.00 "," 18,000.00 ",7.50%,15%,8.00,60
926,6/21/1985,41.00," 1,961,978.00 "," 80,000.00 "," 18,000.00 ",7.50%,15%,19.00,60
927,1/1/1983,43.00," 1,961,978.00 "," 80,000.00 "," 18,000.00 ",7.50%,15%,17.00,60
928,1/2/1987,39.00," 1,962,568.06 "," 80,000.00 "," 18,000.00 ",7.50%,15%,21.00,60
929,12/11/1985,41.00," 1,940,357.24 "," 75,500.00 "," 16,987.50 ",7.50%,15%,19.00,60
930,12/18/1982,44.00," 1,961,978.00 "," 80,000.00 "," 18,000.00 ",7.50%,15%,16.00,60
931,1/1/1982,44.00," 1,962,568.06 "," 80,000.00 "," 18,000.00 ",7.50%,15%,16.00,60
932,8/12/1983,43.00," 5,207,750.71 "," 264,300.00 "," 59,467.50 ",7.50%,15%,17.00,60
933,5/1/1989,37.00," 6,839,594.22 "," 256,000.00 "," 57,600.00 ",7.50%,15%,23.00,60
934,1/28/1984,42.00," 6,599,884.01 "," 274,300.00 "," 61,717.50 ",7.50%,15%,18.00,60
935,9/1/1982,44.00," 6,599,884.01 "," 274,300.00 "," 61,717.50 ",7.50%,15%,16.00,60
936,5/10/1989,37.00," 3,892,216.60 "," 231,100.00 "," 51,997.50 ",7.50%,15%,23.00,60
937,12/3/1982,44.00," 4,519,434.32 "," 256,000.00 "," 57,600.00 ",7.50%,15%,16.00,60
938,2/24/1992,34.00," 3,314,705.00 "," 165,700.00 "," 37,282.50 ",7.50%,15%,26.00,60
939,11/16/1992,34.00," 3,698,805.16 "," 222,800.00 "," 50,130.00 ",7.50%,15%,26.00,60
940,12/30/1982,44.00," 3,917,437.03 "," 231,100.00 "," 51,997.50 ",7.50%,15%,16.00,60
941,2/11/1990,36.00," 3,340,472.93 "," 165,700.00 "," 37,282.50 ",7.50%,15%,24.00,60
942,9/24/1992,34.00," 3,541,345.94 "," 214,600.00 "," 48,285.00 ",7.50%,15%,26.00,60
943,2/5/1992,34.00," 3,541,345.94 "," 214,600.00 "," 48,285.00 ",7.50%,15%,26.00,60
944,2/4/1990,36.00," 3,665,752.40 "," 222,800.00 "," 50,130.00 ",7.50%,15%,24.00,60
945,3/31/1988,38.00," 3,630,524.77 "," 206,400.00 "," 46,440.00 ",7.50%,15%,22.00,60
946,1/22/1991,35.00," 3,532,984.00 "," 214,600.00 "," 48,285.00 ",7.50%,15%,25.00,60
947,9/20/1991,35.00," 3,462,657.66 "," 214,600.00 "," 48,285.00 ",7.50%,15%,25.00,60
948,11/8/1993,33.00," 3,316,862.43 "," 165,700.00 "," 37,282.50 ",7.50%,15%,27.00,60
949,7/26/1992,34.00," 3,541,345.94 "," 214,600.00 "," 48,285.00 ",7.50%,15%,26.00,60
950,12/15/1985,41.00," 3,308,500.57 "," 165,700.00 "," 37,282.50 ",7.50%,15%,19.00,60
951,5/4/1989,37.00," 3,471,019.53 "," 214,600.00 "," 48,285.00 ",7.50%,15%,23.00,60
952,9/17/1993,33.00," 3,698,805.16 "," 222,800.00 "," 50,130.00 ",7.50%,15%,27.00,60
953,4/1/1988,38.00," 4,489,119.38 "," 247,700.00 "," 55,732.50 ",7.50%,15%,22.00,60
954,6/11/1992,34.00," 3,541,345.94 "," 214,600.00 "," 48,285.00 ",7.50%,15%,26.00,60
955,1/20/1991,35.00," 3,874,079.67 "," 231,100.00 "," 51,997.50 ",7.50%,15%,25.00,60
956,8/31/1985,41.00," 3,314,705.00 "," 165,700.00 "," 37,282.50 ",7.50%,15%,19.00,60
957,2/17/1992,34.00," 3,908,971.90 "," 231,100.00 "," 51,997.50 ",7.50%,15%,26.00,60
958,11/3/1993,33.00," 3,223,632.28 "," 149,500.00 "," 33,637.50 ",7.50%,15%,27.00,60
959,8/5/1993,33.00," 3,578,862.04 "," 214,600.00 "," 48,285.00 ",7.50%,15%,27.00,60
960,7/29/1994,32.00," 3,462,657.66 "," 214,600.00 "," 48,285.00 ",7.50%,15%,28.00,60
961,10/10/1987,39.00," 3,316,862.43 "," 165,700.00 "," 37,282.50 ",7.50%,15%,21.00,60
962,7/23/1981,45.00," 3,874,412.82 "," 222,800.00 "," 50,130.00 ",7.50%,15%,15.00,60
963,1/18/1992,34.00," 3,482,320.40 "," 214,600.00 "," 48,285.00 ",7.50%,15%,26.00,60
964,4/26/1991,35.00," 3,316,862.43 "," 165,700.00 "," 37,282.50 ",7.50%,15%,25.00,60
965,1/4/1989,37.00," 3,917,437.03 "," 231,100.00 "," 51,997.50 ",7.50%,15%,23.00,60
966,6/2/1993,33.00," 3,219,510.89 "," 157,600.00 "," 35,460.00 ",7.50%,15%,27.00,60
967,5/25/1993,33.00," 3,698,805.16 "," 222,800.00 "," 50,130.00 ",7.50%,15%,27.00,60
968,6/19/1986,40.00," 3,913,702.03 "," 231,100.00 "," 51,997.50 ",7.50%,15%,20.00,60
969,11/26/1991,35.00," 3,471,019.53 "," 214,600.00 "," 48,285.00 ",7.50%,15%,25.00,60
970,12/24/1992,34.00," 3,915,225.64 "," 231,100.00 "," 51,997.50 ",7.50%,15%,26.00,60
971,8/5/1992,34.00," 3,314,705.00 "," 165,700.00 "," 37,282.50 ",7.50%,15%,26.00,60
972,1/2/1990,36.00," 3,316,862.43 "," 165,700.00 "," 37,282.50 ",7.50%,15%,24.00,60
973,7/31/1993,33.00," 3,294,992.43 "," 157,600.00 "," 35,460.00 ",7.50%,15%,27.00,60
974,1/15/1994,32.00," 3,286,630.57 "," 157,600.00 "," 35,460.00 ",7.50%,15%,28.00,60
975,11/29/1993,33.00," 3,541,345.94 "," 214,600.00 "," 48,285.00 ",7.50%,15%,27.00,60
976,9/6/1993,33.00," 3,462,657.66 "," 214,600.00 "," 48,285.00 ",7.50%,15%,27.00,60
977,11/11/1989,37.00," 3,698,805.16 "," 222,800.00 "," 50,130.00 ",7.50%,15%,23.00,60
978,8/4/1992,34.00," 3,578,862.04 "," 214,600.00 "," 48,285.00 ",7.50%,15%,26.00,60
979,1/1/1989,37.00," 3,061,994.14 "," 141,500.00 "," 31,837.50 ",7.50%,15%,23.00,60
980,10/20/1986,40.00," 3,917,437.03 "," 231,100.00 "," 51,997.50 ",7.50%,15%,20.00,60
981,10/12/1988,38.00," 3,314,705.00 "," 165,700.00 "," 37,282.50 ",7.50%,15%,22.00,60
982,4/7/1970,56.00," 4,067,537.60 "," 239,400.00 "," 53,865.00 ",7.50%,15%,4.00,60
983,4/2/1979,47.00," 4,067,537.60 "," 239,400.00 "," 53,865.00 ",7.50%,15%,13.00,60
984,6/25/1976,50.00," 4,062,375.11 "," 239,400.00 "," 53,865.00 ",7.50%,15%,10.00,60
985,1/27/1993,33.00," 4,066,799.50 "," 239,400.00 "," 53,865.00 ",7.50%,15%,27.00,60
986,6/6/1983,43.00," 3,983,595.83 "," 222,800.00 "," 50,130.00 ",7.50%,15%,17.00,60
987,12/10/1990,36.00," 4,067,537.60 "," 239,400.00 "," 53,865.00 ",7.50%,15%,24.00,60
988,9/19/1986,40.00," 4,062,375.11 "," 239,400.00 "," 53,865.00 ",7.50%,15%,20.00,60
989,8/21/1989,37.00," 4,016,900.92 "," 231,100.00 "," 51,997.50 ",7.50%,15%,23.00,60
990,4/5/1987,39.00," 4,067,537.60 "," 239,400.00 "," 53,865.00 ",7.50%,15%,21.00,60
991,5/14/1983,43.00," 4,067,537.60 "," 239,400.00 "," 53,865.00 ",7.50%,15%,17.00,60
992,2/28/1988,38.00," 3,673,125.68 "," 222,800.00 "," 50,130.00 ",7.50%,15%,22.00,60
993,3/2/1993,33.00," 3,510,841.57 "," 206,400.00 "," 46,440.00 ",7.50%,15%,27.00,60
994,6/5/1991,35.00," 3,314,705.00 "," 165,700.00 "," 37,282.50 ",7.50%,15%,25.00,60
995,12/7/1994,32.00," 3,698,805.16 "," 222,800.00 "," 50,130.00 ",7.50%,15%,28.00,60
996,5/7/1992,34.00," 3,316,862.43 "," 165,700.00 "," 37,282.50 ",7.50%,15%,26.00,60
997,12/2/1988,38.00," 4,032,083.21 "," 231,100.00 "," 51,997.50 ",7.50%,15%,22.00,60
998,1/19/1990,36.00," 4,067,537.60 "," 239,400.00 "," 53,865.00 ",7.50%,15%,24.00,60
999,3/10/1990,36.00," 4,016,900.92 "," 231,100.00 "," 51,997.50 ",7.50%,15%,24.00,60
1000,3/8/1989,37.00," 4,003,838.06 "," 231,100.00 "," 51,997.50 ",7.50%,15%,23.00,60
1001,6/4/1988,38.00," 2,722,935.28 "," 149,500.00 "," 33,637.50 ",7.50%,15%,22.00,60
1002,1/1/1974,52.00," 2,671,068.00 "," 133,500.00 "," 30,037.50 ",7.50%,15%,8.00,60
1003,1/1/1977,49.00," 2,701,212.32 "," 141,500.00 "," 31,837.50 ",7.50%,15%,11.00,60
1004,2/15/1974,52.00," 2,700,977.80 "," 141,500.00 "," 31,837.50 ",7.50%,15%,8.00,60
1005,8/22/1978,48.00," 2,663,960.70 "," 133,500.00 "," 30,037.50 ",7.50%,15%,12.00,60
1006,7/5/1987,39.00," 2,663,960.70 "," 133,500.00 "," 30,037.50 ",7.50%,15%,21.00,60
1007,6/20/1988,38.00," 2,181,967.56 "," 117,500.00 "," 26,437.50 ",7.50%,15%,22.00,60
1008,4/16/1994,32.00," 2,139,648.50 "," 111,500.00 "," 25,087.50 ",7.50%,15%,28.00,60
1009,2/7/1991,35.00," 2,143,692.18 "," 111,500.00 "," 25,087.50 ",7.50%,15%,25.00,60
1010,4/17/1987,39.00," 2,174,914.03 "," 117,500.00 "," 26,437.50 ",7.50%,15%,21.00,60
1011,11/12/1990,36.00," 2,150,927.78 "," 111,500.00 "," 25,087.50 ",7.50%,15%,24.00,60
1012,12/17/1988,38.00," 1,905,398.72 "," 105,500.00 "," 23,737.50 ",7.50%,15%,22.00,60
1013,8/26/1988,38.00," 2,149,448.35 "," 111,500.00 "," 25,087.50 ",7.50%,15%,22.00,60
1014,10/5/1990,36.00," 2,198,464.12 "," 125,500.00 "," 28,237.50 ",7.50%,15%,24.00,60
1015,12/26/1985,41.00," 2,184,964.12 "," 117,500.00 "," 26,437.50 ",7.50%,15%,19.00,60
1016,9/25/1987,39.00," 2,225,084.49 "," 117,500.00 "," 26,437.50 ",7.50%,15%,21.00,60
1017,9/29/1987,39.00," 2,184,964.12 "," 117,500.00 "," 26,437.50 ",7.50%,15%,21.00,60
1018,12/29/1977,49.00," 2,169,237.57 "," 117,500.00 "," 26,437.50 ",7.50%,15%,11.00,60
1019,12/5/1990,36.00," 2,136,673.44 "," 111,500.00 "," 25,087.50 ",7.50%,15%,24.00,60
1020,11/26/1986,40.00," 2,135,055.42 "," 111,500.00 "," 25,087.50 ",7.50%,15%,20.00,60
1021,9/18/1991,35.00," 2,136,673.44 "," 111,500.00 "," 25,087.50 ",7.50%,15%,25.00,60
1022,9/20/1982,44.00," 2,152,590.15 "," 111,500.00 "," 25,087.50 ",7.50%,15%,16.00,60
1023,3/15/1992,34.00," 2,136,673.44 "," 111,500.00 "," 25,087.50 ",7.50%,15%,26.00,60
1024,12/14/1990,36.00," 2,136,673.44 "," 111,500.00 "," 25,087.50 ",7.50%,15%,24.00,60
1025,3/1/1984,42.00," 2,123,222.21 "," 111,500.00 "," 25,087.50 ",7.50%,15%,18.00,60
1026,6/14/1992,34.00," 2,135,055.42 "," 111,500.00 "," 25,087.50 ",7.50%,15%,26.00,60
1027,6/4/1993,33.00," 2,135,055.42 "," 111,500.00 "," 25,087.50 ",7.50%,15%,27.00,60
1028,1/1/1991,35.00," 2,135,055.42 "," 111,500.00 "," 25,087.50 ",7.50%,15%,25.00,60
1029,4/29/1987,39.00," 2,064,335.11 "," 105,500.00 "," 23,737.50 ",7.50%,15%,21.00,60
1030,6/22/1985,41.00," 2,030,630.00 "," 99,500.00 "," 22,387.50 ",7.50%,15%,19.00,60
1031,11/16/1985,41.00," 2,031,928.39 "," 99,500.00 "," 22,387.50 ",7.50%,15%,19.00,60
1032,5/26/1988,38.00," 2,030,630.00 "," 99,500.00 "," 22,387.50 ",7.50%,15%,22.00,60
1033,6/9/1988,38.00," 2,031,928.39 "," 99,500.00 "," 22,387.50 ",7.50%,15%,22.00,60
1034,1/1/1988,38.00," 2,031,928.39 "," 99,500.00 "," 22,387.50 ",7.50%,15%,22.00,60
1035,9/15/1987,39.00," 2,031,928.39 "," 99,500.00 "," 22,387.50 ",7.50%,15%,21.00,60
1036,1/15/1988,38.00," 2,031,928.39 "," 99,500.00 "," 22,387.50 ",7.50%,15%,22.00,60
1037,4/2/1988,38.00," 2,031,928.39 "," 99,500.00 "," 22,387.50 ",7.50%,15%,22.00,60
1038,1/13/1985,41.00," 2,031,928.39 "," 99,500.00 "," 22,387.50 ",7.50%,15%,19.00,60
1039,12/11/1990,36.00," 2,027,282.89 "," 99,500.00 "," 22,387.50 ",7.50%,15%,24.00,60
1040,1/7/1989,37.00," 2,031,928.39 "," 99,500.00 "," 22,387.50 ",7.50%,15%,23.00,60
1041,8/6/1975,51.00," 2,031,928.39 "," 99,500.00 "," 22,387.50 ",7.50%,15%,9.00,60
1042,3/28/1994,32.00," 2,031,928.39 "," 99,500.00 "," 22,387.50 ",7.50%,15%,28.00,60
1043,3/1/1989,37.00," 2,031,928.39 "," 99,500.00 "," 22,387.50 ",7.50%,15%,23.00,60
1044,2/1/1992,34.00," 2,031,928.39 "," 99,500.00 "," 22,387.50 ",7.50%,15%,26.00,60
1045,10/14/1987,39.00," 2,031,928.39 "," 99,500.00 "," 22,387.50 ",7.50%,15%,21.00,60
1046,2/7/1987,39.00," 1,987,066.84 "," 93,500.00 "," 21,037.50 ",7.50%,15%,21.00,60
1047,5/28/1986,40.00," 2,031,928.39 "," 99,500.00 "," 22,387.50 ",7.50%,15%,20.00,60
1048,2/18/1975,51.00," 2,031,928.39 "," 99,500.00 "," 22,387.50 ",7.50%,15%,9.00,60
1049,5/12/1993,33.00," 2,031,928.39 "," 99,500.00 "," 22,387.50 ",7.50%,15%,27.00,60
1050,4/9/1987,39.00," 2,031,928.39 "," 99,500.00 "," 22,387.50 ",7.50%,15%,21.00,60
1051,4/9/1993,33.00," 2,025,230.00 "," 99,500.00 "," 22,387.50 ",7.50%,15%,27.00,60
1052,2/6/1988,38.00," 2,031,928.39 "," 99,500.00 "," 22,387.50 ",7.50%,15%,22.00,60
1053,10/31/1992,34.00," 2,031,928.39 "," 99,500.00 "," 22,387.50 ",7.50%,15%,26.00,60
1054,10/1/1990,36.00," 1,987,066.84 "," 93,500.00 "," 21,037.50 ",7.50%,15%,24.00,60
1055,12/17/1991,35.00," 2,031,928.39 "," 99,500.00 "," 22,387.50 ",7.50%,15%,25.00,60
1056,12/27/1991,35.00," 2,031,928.39 "," 99,500.00 "," 22,387.50 ",7.50%,15%,25.00,60
1057,4/1/1973,53.00," 2,031,928.39 "," 99,500.00 "," 22,387.50 ",7.50%,15%,7.00,60
1058,2/15/1992,34.00," 2,031,928.39 "," 99,500.00 "," 22,387.50 ",7.50%,15%,26.00,60
1059,10/8/1986,40.00," 2,027,878.39 "," 99,500.00 "," 22,387.50 ",7.50%,15%,20.00,60
1060,10/20/1969,57.00," 1,549,719.44 "," 80,000.00 "," 18,000.00 ",7.50%,15%,3.00,60
1061,3/6/1971,55.00," 1,524,840.85 "," 75,500.00 "," 16,987.50 ",7.50%,15%,5.00,60
1062,7/3/1979,47.00," 1,524,840.85 "," 75,500.00 "," 16,987.50 ",7.50%,15%,13.00,60
1063,3/26/1981,45.00," 1,524,840.85 "," 75,500.00 "," 16,987.50 ",7.50%,15%,15.00,60
1064,11/22/1968,58.00," 1,613,759.70 "," 84,500.00 "," 19,012.50 ",7.50%,15%,2.00,60
1065,2/4/1979,47.00," 1,524,840.85 "," 75,500.00 "," 16,987.50 ",7.50%,15%,13.00,60
1066,11/12/1985,41.00," 1,506,407.70 "," 75,500.00 "," 16,987.50 ",7.50%,15%,19.00,60
1067,7/6/1975,51.00," 1,524,840.85 "," 75,500.00 "," 16,987.50 ",7.50%,15%,9.00,60
1068,6/6/1975,51.00," 2,170,632.87 "," 84,500.00 "," 19,012.50 ",7.50%,15%,9.00,60
1069,12/1/1983,43.00," 1,524,840.85 "," 75,500.00 "," 16,987.50 ",7.50%,15%,17.00,60
1070,1/1/1976,50.00," 1,514,040.85 "," 71,500.00 "," 16,087.50 ",7.50%,15%,10.00,60
1071,3/21/1985,41.00," 1,524,840.85 "," 75,500.00 "," 16,987.50 ",7.50%,15%,19.00,60
1072,4/29/1986,40.00," 1,524,840.85 "," 75,500.00 "," 16,987.50 ",7.50%,15%,20.00,60
1073,11/20/1969,57.00," 1,283,734.62 "," 75,500.00 "," 16,987.50 ",7.50%,15%,3.00,60
1074,9/15/1989,37.00," 1,539,470.72 "," 93,500.00 "," 21,037.50 ",7.50%,15%,23.00,60
1075,4/19/1984,42.00," 1,166,908.02 "," 63,500.00 "," 14,287.50 ",7.50%,15%,18.00,60
1076,4/5/1986,40.00," 1,197,666.64 "," 67,500.00 "," 15,187.50 ",7.50%,15%,20.00,60
1077,11/16/1987,39.00," 1,181,846.03 "," 67,500.00 "," 15,187.50 ",7.50%,15%,21.00,60
1078,12/17/1972,54.00," 1,208,350.04 "," 67,500.00 "," 15,187.50 ",7.50%,15%,6.00,60
1079,2/17/1978,48.00," 1,195,304.59 "," 67,500.00 "," 15,187.50 ",7.50%,15%,12.00,60
1080,6/6/1967,59.00," 6,615,024.75 "," 378,300.00 "," 85,117.50 ",7.50%,15%,1.00,60
1081,7/1/1989,37.00," 1,794,009.44 "," 214,600.00 "," 48,285.00 ",7.50%,15%,23.00,60
1082,9/22/1985,41.00," 2,766,523.20 "," 239,400.00 "," 53,865.00 ",7.50%,15%,19.00,60
1083,5/24/1993,33.00," 1,827,938.41 "," 214,600.00 "," 48,285.00 ",7.50%,15%,27.00,60
1084,12/12/1991,35.00," 1,101,949.82 "," 89,000.00 "," 20,025.00 ",7.50%,15%,25.00,60
1085,11/3/1982,44.00," 4,948,150.40 "," 256,000.00 "," 57,600.00 ",7.50%,15%,16.00,60
1086,3/19/1971,55.00," 783,425.24 "," 67,500.00 "," 15,187.50 ",7.50%,15%,5.00,60
1087,1/1/1984,42.00," 783,425.24 "," 67,500.00 "," 15,187.50 ",7.50%,15%,18.00,60
1088,3/10/1984,42.00," 747,472.94 "," 63,500.00 "," 14,287.50 ",7.50%,15%,18.00,60
1089,2/20/1982,44.00," 781,063.13 "," 67,500.00 "," 15,187.50 ",7.50%,15%,16.00,60
1090,1/22/1989,37.00," 1,100,018.34 "," 89,000.00 "," 20,025.00 ",7.50%,15%,23.00,60
1091,6/30/1988,38.00," 1,100,018.34 "," 89,000.00 "," 20,025.00 ",7.50%,15%,22.00,60
1092,1/6/1995,31.00," 1,101,949.82 "," 89,000.00 "," 20,025.00 ",7.50%,15%,29.00,60
1093,9/16/1993,33.00," 1,112,761.43 "," 89,000.00 "," 20,025.00 ",7.50%,15%,27.00,60
1094,6/1/1995,31.00," 1,100,018.34 "," 89,000.00 "," 20,025.00 ",7.50%,15%,29.00,60
1095,8/20/1992,34.00," 1,101,949.82 "," 89,000.00 "," 20,025.00 ",7.50%,15%,26.00,60
1096,3/20/1988,38.00," 1,128,164.03 "," 89,000.00 "," 20,025.00 ",7.50%,15%,22.00,60
1097,5/12/1994,32.00," 1,101,949.82 "," 89,000.00 "," 20,025.00 ",7.50%,15%,28.00,60
1098,6/30/1989,37.00," 1,096,346.26 "," 89,000.00 "," 20,025.00 ",7.50%,15%,23.00,60
1099,4/24/1995,31.00," 1,045,568.45 "," 80,000.00 "," 18,000.00 ",7.50%,15%,29.00,60
1100,2/12/1992,34.00," 1,100,018.34 "," 89,000.00 "," 20,025.00 ",7.50%,15%,26.00,60
1101,3/26/1993,33.00," 1,096,243.79 "," 89,000.00 "," 20,025.00 ",7.50%,15%,27.00,60
1102,2/3/1994,32.00," 1,095,313.09 "," 89,000.00 "," 20,025.00 ",7.50%,15%,28.00,60
1103,2/13/1996,30.00," 1,098,943.28 "," 89,000.00 "," 20,025.00 ",7.50%,15%,30.00,60
1104,12/24/1990,36.00," 1,101,949.82 "," 89,000.00 "," 20,025.00 ",7.50%,15%,24.00,60
1105,12/19/1986,40.00," 1,100,018.34 "," 89,000.00 "," 20,025.00 ",7.50%,15%,20.00,60
1106,1/29/1985,41.00," 1,271,110.70 "," 89,000.00 "," 20,025.00 ",7.50%,15%,19.00,60
1107,3/30/1989,37.00," 1,271,110.70 "," 89,000.00 "," 20,025.00 ",7.50%,15%,23.00,60
1108,3/13/1990,36.00," 1,271,110.70 "," 89,000.00 "," 20,025.00 ",7.50%,15%,24.00,60
1109,8/10/1987,39.00," 1,271,110.70 "," 89,000.00 "," 20,025.00 ",7.50%,15%,21.00,60
